Maximum;0,09;@;No.6104;;;;;;
Minimum;-7,47;@;No.5961;;;;;;
Average;-6,142;;;;;;;;
Data Quantity;6422;;;;;;;;
Number of NG;0;;;;;;;;
No.;Force;Unit;Displacement;Unit;Judge;Position;Time;Date;
3170;-7,14;N;--;--;OK;--;21:24:26;08/07/2023;
3171;-7,14;N;--;--;OK;--;21:24:26;08/07/2023;
3172;-7,14;N;--;--;OK;--;21:24:26;08/07/2023;
3173;-7,14;N;--;--;OK;--;21:24:26;08/07/2023;
3174;-7,14;N;--;--;OK;--;21:24:26;08/07/2023;
3175;-7,14;N;--;--;OK;--;21:24:27;08/07/2023;
3176;-7,14;N;--;--;OK;--;21:24:27;08/07/2023;
3177;-7,14;N;--;--;OK;--;21:24:27;08/07/2023;
3178;-7,14;N;--;--;OK;--;21:24:27;08/07/2023;
3179;-7,14;N;--;--;OK;--;21:24:27;08/07/2023;
3180;-7,14;N;--;--;OK;--;21:24:27;08/07/2023;
3181;-7,14;N;--;--;OK;--;21:24:27;08/07/2023;
3182;-7,15;N;--;--;OK;--;21:24:27;08/07/2023;
3183;-7,15;N;--;--;OK;--;21:24:27;08/07/2023;
3184;-7,14;N;--;--;OK;--;21:24:27;08/07/2023;
3185;-7,15;N;--;--;OK;--;21:24:28;08/07/2023;
3186;-7,14;N;--;--;OK;--;21:24:28;08/07/2023;
3187;-7,14;N;--;--;OK;--;21:24:28;08/07/2023;
3188;-7,14;N;--;--;OK;--;21:24:28;08/07/2023;
3189;-7,14;N;--;--;OK;--;21:24:28;08/07/2023;
3190;-7,14;N;--;--;OK;--;21:24:28;08/07/2023;
3191;-7,15;N;--;--;OK;--;21:24:28;08/07/2023;
3192;-7,14;N;--;--;OK;--;21:24:28;08/07/2023;
3193;-7,14;N;--;--;OK;--;21:24:28;08/07/2023;
3194;-7,14;N;--;--;OK;--;21:24:28;08/07/2023;
3195;-7,15;N;--;--;OK;--;21:24:29;08/07/2023;
3196;-7,14;N;--;--;OK;--;21:24:29;08/07/2023;
3197;-7,15;N;--;--;OK;--;21:24:29;08/07/2023;
3198;-7,14;N;--;--;OK;--;21:24:29;08/07/2023;
3199;-7,15;N;--;--;OK;--;21:24:29;08/07/2023;
3200;-7,15;N;--;--;OK;--;21:24:29;08/07/2023;
3201;-7,15;N;--;--;OK;--;21:24:29;08/07/2023;
3202;-7,14;N;--;--;OK;--;21:24:29;08/07/2023;
3203;-7,15;N;--;--;OK;--;21:24:29;08/07/2023;
3204;-7,14;N;--;--;OK;--;21:24:29;08/07/2023;
3205;-7,14;N;--;--;OK;--;21:24:30;08/07/2023;
3206;-7,15;N;--;--;OK;--;21:24:30;08/07/2023;
3207;-7,15;N;--;--;OK;--;21:24:30;08/07/2023;
3208;-7,15;N;--;--;OK;--;21:24:30;08/07/2023;
3209;-7,14;N;--;--;OK;--;21:24:30;08/07/2023;
3210;-7,14;N;--;--;OK;--;21:24:30;08/07/2023;
3211;-7,15;N;--;--;OK;--;21:24:30;08/07/2023;
3212;-7,15;N;--;--;OK;--;21:24:30;08/07/2023;
3213;-7,15;N;--;--;OK;--;21:24:30;08/07/2023;
3214;-7,15;N;--;--;OK;--;21:24:30;08/07/2023;
3215;-7,15;N;--;--;OK;--;21:24:31;08/07/2023;
3216;-7,15;N;--;--;OK;--;21:24:31;08/07/2023;
3217;-7,15;N;--;--;OK;--;21:24:31;08/07/2023;
3218;-7,15;N;--;--;OK;--;21:24:31;08/07/2023;
3219;-7,15;N;--;--;OK;--;21:24:31;08/07/2023;
3220;-7,15;N;--;--;OK;--;21:24:31;08/07/2023;
3221;-7,15;N;--;--;OK;--;21:24:31;08/07/2023;
3222;-7,15;N;--;--;OK;--;21:24:31;08/07/2023;
3223;-7,15;N;--;--;OK;--;21:24:31;08/07/2023;
3224;-7,15;N;--;--;OK;--;21:24:31;08/07/2023;
3225;-7,15;N;--;--;OK;--;21:24:32;08/07/2023;
3226;-7,15;N;--;--;OK;--;21:24:32;08/07/2023;
3227;-7,15;N;--;--;OK;--;21:24:32;08/07/2023;
3228;-7,15;N;--;--;OK;--;21:24:32;08/07/2023;
3229;-7,15;N;--;--;OK;--;21:24:32;08/07/2023;
3230;-7,15;N;--;--;OK;--;21:24:32;08/07/2023;
3231;-7,15;N;--;--;OK;--;21:24:32;08/07/2023;
3232;-7,15;N;--;--;OK;--;21:24:32;08/07/2023;
3233;-7,15;N;--;--;OK;--;21:24:32;08/07/2023;
3234;-7,16;N;--;--;OK;--;21:24:32;08/07/2023;
3235;-7,15;N;--;--;OK;--;21:24:33;08/07/2023;
3236;-7,16;N;--;--;OK;--;21:24:33;08/07/2023;
3237;-7,15;N;--;--;OK;--;21:24:33;08/07/2023;
3238;-7,15;N;--;--;OK;--;21:24:33;08/07/2023;
3239;-7,15;N;--;--;OK;--;21:24:33;08/07/2023;
3240;-7,15;N;--;--;OK;--;21:24:33;08/07/2023;
3241;-7,16;N;--;--;OK;--;21:24:33;08/07/2023;
3242;-7,15;N;--;--;OK;--;21:24:33;08/07/2023;
3243;-7,16;N;--;--;OK;--;21:24:33;08/07/2023;
3244;-7,16;N;--;--;OK;--;21:24:33;08/07/2023;
3245;-7,15;N;--;--;OK;--;21:24:34;08/07/2023;
3246;-7,15;N;--;--;OK;--;21:24:34;08/07/2023;
3247;-7,16;N;--;--;OK;--;21:24:34;08/07/2023;
3248;-7,16;N;--;--;OK;--;21:24:34;08/07/2023;
3249;-7,16;N;--;--;OK;--;21:24:34;08/07/2023;
3250;-7,16;N;--;--;OK;--;21:24:34;08/07/2023;
3251;-7,15;N;--;--;OK;--;21:24:34;08/07/2023;
3252;-7,16;N;--;--;OK;--;21:24:34;08/07/2023;
3253;-7,15;N;--;--;OK;--;21:24:34;08/07/2023;
3254;-7,16;N;--;--;OK;--;21:24:34;08/07/2023;
3255;-7,16;N;--;--;OK;--;21:24:35;08/07/2023;
3256;-7,16;N;--;--;OK;--;21:24:35;08/07/2023;
3257;-7,15;N;--;--;OK;--;21:24:35;08/07/2023;
3258;-7,16;N;--;--;OK;--;21:24:35;08/07/2023;
3259;-7,16;N;--;--;OK;--;21:24:35;08/07/2023;
3260;-7,16;N;--;--;OK;--;21:24:35;08/07/2023;
3261;-7,16;N;--;--;OK;--;21:24:35;08/07/2023;
3262;-7,16;N;--;--;OK;--;21:24:35;08/07/2023;
3263;-7,16;N;--;--;OK;--;21:24:35;08/07/2023;
3264;-7,16;N;--;--;OK;--;21:24:35;08/07/2023;
3265;-7,16;N;--;--;OK;--;21:24:36;08/07/2023;
3266;-7,16;N;--;--;OK;--;21:24:36;08/07/2023;
3267;-7,16;N;--;--;OK;--;21:24:36;08/07/2023;
3268;-7,16;N;--;--;OK;--;21:24:36;08/07/2023;
3269;-7,16;N;--;--;OK;--;21:24:36;08/07/2023;
3270;-7,16;N;--;--;OK;--;21:24:36;08/07/2023;
3271;-7,16;N;--;--;OK;--;21:24:36;08/07/2023;
3272;-7,17;N;--;--;OK;--;21:24:36;08/07/2023;
3273;-7,16;N;--;--;OK;--;21:24:36;08/07/2023;
3274;-7,16;N;--;--;OK;--;21:24:36;08/07/2023;
3275;-7,16;N;--;--;OK;--;21:24:37;08/07/2023;
3276;-7,17;N;--;--;OK;--;21:24:37;08/07/2023;
3277;-7,16;N;--;--;OK;--;21:24:37;08/07/2023;
3278;-7,17;N;--;--;OK;--;21:24:37;08/07/2023;
3279;-7,16;N;--;--;OK;--;21:24:37;08/07/2023;
3280;-7,16;N;--;--;OK;--;21:24:37;08/07/2023;
3281;-7,17;N;--;--;OK;--;21:24:37;08/07/2023;
3282;-7,16;N;--;--;OK;--;21:24:37;08/07/2023;
3283;-7,16;N;--;--;OK;--;21:24:37;08/07/2023;
3284;-7,17;N;--;--;OK;--;21:24:37;08/07/2023;
3285;-7,16;N;--;--;OK;--;21:24:38;08/07/2023;
3286;-7,16;N;--;--;OK;--;21:24:38;08/07/2023;
3287;-7,16;N;--;--;OK;--;21:24:38;08/07/2023;
3288;-7,16;N;--;--;OK;--;21:24:38;08/07/2023;
3289;-7,17;N;--;--;OK;--;21:24:38;08/07/2023;
3290;-7,16;N;--;--;OK;--;21:24:38;08/07/2023;
3291;-7,17;N;--;--;OK;--;21:24:38;08/07/2023;
3292;-7,17;N;--;--;OK;--;21:24:38;08/07/2023;
3293;-7,17;N;--;--;OK;--;21:24:38;08/07/2023;
3294;-7,17;N;--;--;OK;--;21:24:38;08/07/2023;
3295;-7,17;N;--;--;OK;--;21:24:39;08/07/2023;
3296;-7,17;N;--;--;OK;--;21:24:39;08/07/2023;
3297;-7,17;N;--;--;OK;--;21:24:39;08/07/2023;
3298;-7,17;N;--;--;OK;--;21:24:39;08/07/2023;
3299;-7,17;N;--;--;OK;--;21:24:39;08/07/2023;
3300;-7,17;N;--;--;OK;--;21:24:39;08/07/2023;
3301;-7,17;N;--;--;OK;--;21:24:39;08/07/2023;
3302;-7,17;N;--;--;OK;--;21:24:39;08/07/2023;
3303;-7,17;N;--;--;OK;--;21:24:39;08/07/2023;
3304;-7,17;N;--;--;OK;--;21:24:39;08/07/2023;
3305;-7,17;N;--;--;OK;--;21:24:40;08/07/2023;
3306;-7,17;N;--;--;OK;--;21:24:40;08/07/2023;
3307;-7,17;N;--;--;OK;--;21:24:40;08/07/2023;
3308;-7,17;N;--;--;OK;--;21:24:40;08/07/2023;
3309;-7,17;N;--;--;OK;--;21:24:40;08/07/2023;
3310;-7,17;N;--;--;OK;--;21:24:40;08/07/2023;
3311;-7,17;N;--;--;OK;--;21:24:40;08/07/2023;
3312;-7,18;N;--;--;OK;--;21:24:40;08/07/2023;
3313;-7,18;N;--;--;OK;--;21:24:40;08/07/2023;
3314;-7,17;N;--;--;OK;--;21:24:40;08/07/2023;
3315;-7,17;N;--;--;OK;--;21:24:40;08/07/2023;
3316;-7,17;N;--;--;OK;--;21:24:41;08/07/2023;
3317;-7,18;N;--;--;OK;--;21:24:41;08/07/2023;
3318;-7,17;N;--;--;OK;--;21:24:41;08/07/2023;
3319;-7,18;N;--;--;OK;--;21:24:41;08/07/2023;
3320;-7,18;N;--;--;OK;--;21:24:41;08/07/2023;
3321;-7,17;N;--;--;OK;--;21:24:41;08/07/2023;
3322;-7,18;N;--;--;OK;--;21:24:41;08/07/2023;
3323;-7,17;N;--;--;OK;--;21:24:41;08/07/2023;
3324;-7,17;N;--;--;OK;--;21:24:41;08/07/2023;
3325;-7,17;N;--;--;OK;--;21:24:42;08/07/2023;
3326;-7,18;N;--;--;OK;--;21:24:42;08/07/2023;
3327;-7,18;N;--;--;OK;--;21:24:42;08/07/2023;
3328;-7,17;N;--;--;OK;--;21:24:42;08/07/2023;
3329;-7,18;N;--;--;OK;--;21:24:42;08/07/2023;
3330;-7,17;N;--;--;OK;--;21:24:42;08/07/2023;
3331;-7,17;N;--;--;OK;--;21:24:42;08/07/2023;
3332;-7,18;N;--;--;OK;--;21:24:42;08/07/2023;
3333;-7,18;N;--;--;OK;--;21:24:42;08/07/2023;
3334;-7,18;N;--;--;OK;--;21:24:42;08/07/2023;
3335;-7,18;N;--;--;OK;--;21:24:42;08/07/2023;
3336;-7,18;N;--;--;OK;--;21:24:43;08/07/2023;
3337;-7,17;N;--;--;OK;--;21:24:43;08/07/2023;
3338;-7,18;N;--;--;OK;--;21:24:43;08/07/2023;
3339;-7,18;N;--;--;OK;--;21:24:43;08/07/2023;
3340;-7,18;N;--;--;OK;--;21:24:43;08/07/2023;
3341;-7,18;N;--;--;OK;--;21:24:43;08/07/2023;
3342;-7,18;N;--;--;OK;--;21:24:43;08/07/2023;
3343;-7,18;N;--;--;OK;--;21:24:43;08/07/2023;
3344;-7,18;N;--;--;OK;--;21:24:43;08/07/2023;
3345;-7,18;N;--;--;OK;--;21:24:43;08/07/2023;
3346;-7,18;N;--;--;OK;--;21:24:44;08/07/2023;
3347;-7,18;N;--;--;OK;--;21:24:44;08/07/2023;
3348;-7,18;N;--;--;OK;--;21:24:44;08/07/2023;
3349;-7,18;N;--;--;OK;--;21:24:44;08/07/2023;
3350;-7,19;N;--;--;OK;--;21:24:44;08/07/2023;
3351;-7,18;N;--;--;OK;--;21:24:44;08/07/2023;
3352;-7,18;N;--;--;OK;--;21:24:44;08/07/2023;
3353;-7,18;N;--;--;OK;--;21:24:44;08/07/2023;
3354;-7,18;N;--;--;OK;--;21:24:44;08/07/2023;
3355;-7,18;N;--;--;OK;--;21:24:44;08/07/2023;
3356;-7,18;N;--;--;OK;--;21:24:45;08/07/2023;
3357;-7,19;N;--;--;OK;--;21:24:45;08/07/2023;
3358;-7,18;N;--;--;OK;--;21:24:45;08/07/2023;
3359;-7,18;N;--;--;OK;--;21:24:45;08/07/2023;
3360;-7,18;N;--;--;OK;--;21:24:45;08/07/2023;
3361;-7,18;N;--;--;OK;--;21:24:45;08/07/2023;
3362;-7,18;N;--;--;OK;--;21:24:45;08/07/2023;
3363;-7,18;N;--;--;OK;--;21:24:45;08/07/2023;
3364;-7,18;N;--;--;OK;--;21:24:45;08/07/2023;
3365;-7,18;N;--;--;OK;--;21:24:45;08/07/2023;
3366;-7,19;N;--;--;OK;--;21:24:46;08/07/2023;
3367;-7,18;N;--;--;OK;--;21:24:46;08/07/2023;
3368;-7,19;N;--;--;OK;--;21:24:46;08/07/2023;
3369;-7,18;N;--;--;OK;--;21:24:46;08/07/2023;
3370;-7,19;N;--;--;OK;--;21:24:46;08/07/2023;
3371;-7,18;N;--;--;OK;--;21:24:46;08/07/2023;
3372;-7,19;N;--;--;OK;--;21:24:46;08/07/2023;
3373;-7,18;N;--;--;OK;--;21:24:46;08/07/2023;
3374;-7,19;N;--;--;OK;--;21:24:46;08/07/2023;
3375;-7,18;N;--;--;OK;--;21:24:46;08/07/2023;
3376;-7,19;N;--;--;OK;--;21:24:47;08/07/2023;
3377;-7,18;N;--;--;OK;--;21:24:47;08/07/2023;
3378;-7,18;N;--;--;OK;--;21:24:47;08/07/2023;
3379;-7,19;N;--;--;OK;--;21:24:47;08/07/2023;
3380;-7,18;N;--;--;OK;--;21:24:47;08/07/2023;
3381;-7,19;N;--;--;OK;--;21:24:47;08/07/2023;
3382;-7,19;N;--;--;OK;--;21:24:47;08/07/2023;
3383;-7,18;N;--;--;OK;--;21:24:47;08/07/2023;
3384;-7,19;N;--;--;OK;--;21:24:47;08/07/2023;
3385;-7,19;N;--;--;OK;--;21:24:47;08/07/2023;
3386;-7,19;N;--;--;OK;--;21:24:48;08/07/2023;
3387;-7,19;N;--;--;OK;--;21:24:48;08/07/2023;
3388;-7,19;N;--;--;OK;--;21:24:48;08/07/2023;
3389;-7,19;N;--;--;OK;--;21:24:48;08/07/2023;
3390;-7,18;N;--;--;OK;--;21:24:48;08/07/2023;
3391;-7,19;N;--;--;OK;--;21:24:48;08/07/2023;
3392;-7,19;N;--;--;OK;--;21:24:48;08/07/2023;
3393;-7,19;N;--;--;OK;--;21:24:48;08/07/2023;
3394;-7,18;N;--;--;OK;--;21:24:48;08/07/2023;
3395;-7,19;N;--;--;OK;--;21:24:48;08/07/2023;
3396;-7,19;N;--;--;OK;--;21:24:49;08/07/2023;
3397;-7,18;N;--;--;OK;--;21:24:49;08/07/2023;
3398;-7,19;N;--;--;OK;--;21:24:49;08/07/2023;
3399;-7,19;N;--;--;OK;--;21:24:49;08/07/2023;
3400;-7,19;N;--;--;OK;--;21:24:49;08/07/2023;
3401;-7,19;N;--;--;OK;--;21:24:49;08/07/2023;
3402;-7,19;N;--;--;OK;--;21:24:49;08/07/2023;
3403;-7,20;N;--;--;OK;--;21:24:49;08/07/2023;
3404;-7,19;N;--;--;OK;--;21:24:49;08/07/2023;
3405;-7,19;N;--;--;OK;--;21:24:49;08/07/2023;
3406;-7,19;N;--;--;OK;--;21:24:50;08/07/2023;
3407;-7,19;N;--;--;OK;--;21:24:50;08/07/2023;
3408;-7,19;N;--;--;OK;--;21:24:50;08/07/2023;
3409;-7,19;N;--;--;OK;--;21:24:50;08/07/2023;
3410;-7,19;N;--;--;OK;--;21:24:50;08/07/2023;
3411;-7,19;N;--;--;OK;--;21:24:50;08/07/2023;
3412;-7,20;N;--;--;OK;--;21:24:50;08/07/2023;
3413;-7,20;N;--;--;OK;--;21:24:50;08/07/2023;
3414;-7,20;N;--;--;OK;--;21:24:50;08/07/2023;
3415;-7,20;N;--;--;OK;--;21:24:50;08/07/2023;
3416;-7,20;N;--;--;OK;--;21:24:51;08/07/2023;
3417;-7,20;N;--;--;OK;--;21:24:51;08/07/2023;
3418;-7,20;N;--;--;OK;--;21:24:51;08/07/2023;
3419;-7,19;N;--;--;OK;--;21:24:51;08/07/2023;
3420;-7,20;N;--;--;OK;--;21:24:51;08/07/2023;
3421;-7,19;N;--;--;OK;--;21:24:51;08/07/2023;
3422;-7,20;N;--;--;OK;--;21:24:51;08/07/2023;
3423;-7,20;N;--;--;OK;--;21:24:51;08/07/2023;
3424;-7,20;N;--;--;OK;--;21:24:51;08/07/2023;
3425;-7,20;N;--;--;OK;--;21:24:51;08/07/2023;
3426;-7,20;N;--;--;OK;--;21:24:52;08/07/2023;
3427;-7,20;N;--;--;OK;--;21:24:52;08/07/2023;
3428;-7,20;N;--;--;OK;--;21:24:52;08/07/2023;
3429;-7,20;N;--;--;OK;--;21:24:52;08/07/2023;
3430;-7,20;N;--;--;OK;--;21:24:52;08/07/2023;
3431;-7,20;N;--;--;OK;--;21:24:52;08/07/2023;
3432;-7,20;N;--;--;OK;--;21:24:52;08/07/2023;
3433;-7,20;N;--;--;OK;--;21:24:52;08/07/2023;
3434;-7,20;N;--;--;OK;--;21:24:52;08/07/2023;
3435;-7,20;N;--;--;OK;--;21:24:52;08/07/2023;
3436;-7,20;N;--;--;OK;--;21:24:53;08/07/2023;
3437;-7,20;N;--;--;OK;--;21:24:53;08/07/2023;
3438;-7,20;N;--;--;OK;--;21:24:53;08/07/2023;
3439;-7,20;N;--;--;OK;--;21:24:53;08/07/2023;
3440;-7,20;N;--;--;OK;--;21:24:53;08/07/2023;
3441;-7,20;N;--;--;OK;--;21:24:53;08/07/2023;
3442;-7,20;N;--;--;OK;--;21:24:53;08/07/2023;
3443;-7,20;N;--;--;OK;--;21:24:53;08/07/2023;
3444;-7,20;N;--;--;OK;--;21:24:53;08/07/2023;
3445;-7,20;N;--;--;OK;--;21:24:53;08/07/2023;
3446;-7,20;N;--;--;OK;--;21:24:54;08/07/2023;
3447;-7,20;N;--;--;OK;--;21:24:54;08/07/2023;
3448;-7,21;N;--;--;OK;--;21:24:54;08/07/2023;
3449;-7,20;N;--;--;OK;--;21:24:54;08/07/2023;
3450;-7,20;N;--;--;OK;--;21:24:54;08/07/2023;
3451;-7,20;N;--;--;OK;--;21:24:54;08/07/2023;
3452;-7,20;N;--;--;OK;--;21:24:54;08/07/2023;
3453;-7,20;N;--;--;OK;--;21:24:54;08/07/2023;
3454;-7,20;N;--;--;OK;--;21:24:54;08/07/2023;
3455;-7,21;N;--;--;OK;--;21:24:54;08/07/2023;
3456;-7,21;N;--;--;OK;--;21:24:55;08/07/2023;
3457;-7,21;N;--;--;OK;--;21:24:55;08/07/2023;
3458;-7,21;N;--;--;OK;--;21:24:55;08/07/2023;
3459;-7,21;N;--;--;OK;--;21:24:55;08/07/2023;
3460;-7,20;N;--;--;OK;--;21:24:55;08/07/2023;
3461;-7,20;N;--;--;OK;--;21:24:55;08/07/2023;
3462;-7,21;N;--;--;OK;--;21:24:55;08/07/2023;
3463;-7,21;N;--;--;OK;--;21:24:55;08/07/2023;
3464;-7,21;N;--;--;OK;--;21:24:55;08/07/2023;
3465;-7,21;N;--;--;OK;--;21:24:55;08/07/2023;
3466;-7,21;N;--;--;OK;--;21:24:56;08/07/2023;
3467;-7,21;N;--;--;OK;--;21:24:56;08/07/2023;
3468;-7,21;N;--;--;OK;--;21:24:56;08/07/2023;
3469;-7,21;N;--;--;OK;--;21:24:56;08/07/2023;
3470;-7,21;N;--;--;OK;--;21:24:56;08/07/2023;
3471;-7,21;N;--;--;OK;--;21:24:56;08/07/2023;
3472;-7,21;N;--;--;OK;--;21:24:56;08/07/2023;
3473;-7,20;N;--;--;OK;--;21:24:56;08/07/2023;
3474;-7,21;N;--;--;OK;--;21:24:56;08/07/2023;
3475;-7,21;N;--;--;OK;--;21:24:56;08/07/2023;
3476;-7,22;N;--;--;OK;--;21:24:57;08/07/2023;
3477;-7,22;N;--;--;OK;--;21:24:57;08/07/2023;
3478;-7,21;N;--;--;OK;--;21:24:57;08/07/2023;
3479;-7,21;N;--;--;OK;--;21:24:57;08/07/2023;
3480;-7,21;N;--;--;OK;--;21:24:57;08/07/2023;
3481;-7,21;N;--;--;OK;--;21:24:57;08/07/2023;
3482;-7,21;N;--;--;OK;--;21:24:57;08/07/2023;
3483;-7,21;N;--;--;OK;--;21:24:57;08/07/2023;
3484;-7,21;N;--;--;OK;--;21:24:57;08/07/2023;
3485;-7,21;N;--;--;OK;--;21:24:57;08/07/2023;
3486;-7,22;N;--;--;OK;--;21:24:58;08/07/2023;
3487;-7,22;N;--;--;OK;--;21:24:58;08/07/2023;
3488;-7,22;N;--;--;OK;--;21:24:58;08/07/2023;
3489;-7,22;N;--;--;OK;--;21:24:58;08/07/2023;
3490;-7,22;N;--;--;OK;--;21:24:58;08/07/2023;
3491;-7,22;N;--;--;OK;--;21:24:58;08/07/2023;
3492;-7,22;N;--;--;OK;--;21:24:58;08/07/2023;
3493;-7,22;N;--;--;OK;--;21:24:58;08/07/2023;
3494;-7,22;N;--;--;OK;--;21:24:58;08/07/2023;
3495;-7,21;N;--;--;OK;--;21:24:58;08/07/2023;
3496;-7,22;N;--;--;OK;--;21:24:59;08/07/2023;
3497;-7,22;N;--;--;OK;--;21:24:59;08/07/2023;
3498;-7,22;N;--;--;OK;--;21:24:59;08/07/2023;
3499;-7,22;N;--;--;OK;--;21:24:59;08/07/2023;
3500;-7,22;N;--;--;OK;--;21:24:59;08/07/2023;
3501;-7,22;N;--;--;OK;--;21:24:59;08/07/2023;
3502;-7,23;N;--;--;OK;--;21:24:59;08/07/2023;
3503;-7,23;N;--;--;OK;--;21:24:59;08/07/2023;
3504;-7,23;N;--;--;OK;--;21:24:59;08/07/2023;
3505;-7,23;N;--;--;OK;--;21:24:59;08/07/2023;
3506;-7,23;N;--;--;OK;--;21:25:00;08/07/2023;
3507;-7,22;N;--;--;OK;--;21:25:00;08/07/2023;
3508;-7,23;N;--;--;OK;--;21:25:00;08/07/2023;
3509;-7,23;N;--;--;OK;--;21:25:00;08/07/2023;
3510;-7,23;N;--;--;OK;--;21:25:00;08/07/2023;
3511;-7,23;N;--;--;OK;--;21:25:00;08/07/2023;
3512;-7,23;N;--;--;OK;--;21:25:00;08/07/2023;
3513;-7,23;N;--;--;OK;--;21:25:00;08/07/2023;
3514;-7,23;N;--;--;OK;--;21:25:00;08/07/2023;
3515;-7,23;N;--;--;OK;--;21:25:00;08/07/2023;
3516;-7,23;N;--;--;OK;--;21:25:01;08/07/2023;
3517;-7,23;N;--;--;OK;--;21:25:01;08/07/2023;
3518;-7,23;N;--;--;OK;--;21:25:01;08/07/2023;
3519;-7,23;N;--;--;OK;--;21:25:01;08/07/2023;
3520;-7,24;N;--;--;OK;--;21:25:01;08/07/2023;
3521;-7,23;N;--;--;OK;--;21:25:01;08/07/2023;
3522;-7,23;N;--;--;OK;--;21:25:01;08/07/2023;
3523;-7,23;N;--;--;OK;--;21:25:01;08/07/2023;
3524;-7,24;N;--;--;OK;--;21:25:01;08/07/2023;
3525;-7,24;N;--;--;OK;--;21:25:01;08/07/2023;
3526;-7,24;N;--;--;OK;--;21:25:02;08/07/2023;
3527;-7,24;N;--;--;OK;--;21:25:02;08/07/2023;
3528;-7,23;N;--;--;OK;--;21:25:02;08/07/2023;
3529;-7,24;N;--;--;OK;--;21:25:02;08/07/2023;
3530;-7,24;N;--;--;OK;--;21:25:02;08/07/2023;
3531;-7,23;N;--;--;OK;--;21:25:02;08/07/2023;
3532;-7,24;N;--;--;OK;--;21:25:02;08/07/2023;
3533;-7,23;N;--;--;OK;--;21:25:02;08/07/2023;
3534;-7,24;N;--;--;OK;--;21:25:02;08/07/2023;
3535;-7,24;N;--;--;OK;--;21:25:02;08/07/2023;
3536;-7,24;N;--;--;OK;--;21:25:02;08/07/2023;
3537;-7,24;N;--;--;OK;--;21:25:03;08/07/2023;
3538;-7,24;N;--;--;OK;--;21:25:03;08/07/2023;
3539;-7,24;N;--;--;OK;--;21:25:03;08/07/2023;
3540;-7,24;N;--;--;OK;--;21:25:03;08/07/2023;
3541;-7,24;N;--;--;OK;--;21:25:03;08/07/2023;
3542;-7,24;N;--;--;OK;--;21:25:03;08/07/2023;
3543;-7,24;N;--;--;OK;--;21:25:03;08/07/2023;
3544;-7,24;N;--;--;OK;--;21:25:03;08/07/2023;
3545;-7,24;N;--;--;OK;--;21:25:03;08/07/2023;
3546;-7,24;N;--;--;OK;--;21:25:04;08/07/2023;
3547;-7,24;N;--;--;OK;--;21:25:04;08/07/2023;
3548;-7,24;N;--;--;OK;--;21:25:04;08/07/2023;
3549;-7,24;N;--;--;OK;--;21:25:04;08/07/2023;
3550;-7,24;N;--;--;OK;--;21:25:04;08/07/2023;
3551;-7,24;N;--;--;OK;--;21:25:04;08/07/2023;
3552;-7,25;N;--;--;OK;--;21:25:04;08/07/2023;
3553;-7,24;N;--;--;OK;--;21:25:04;08/07/2023;
3554;-7,25;N;--;--;OK;--;21:25:04;08/07/2023;
3555;-7,25;N;--;--;OK;--;21:25:04;08/07/2023;
3556;-7,25;N;--;--;OK;--;21:25:04;08/07/2023;
3557;-7,25;N;--;--;OK;--;21:25:05;08/07/2023;
3558;-7,25;N;--;--;OK;--;21:25:05;08/07/2023;
3559;-7,25;N;--;--;OK;--;21:25:05;08/07/2023;
3560;-7,25;N;--;--;OK;--;21:25:05;08/07/2023;
3561;-7,25;N;--;--;OK;--;21:25:05;08/07/2023;
3562;-7,25;N;--;--;OK;--;21:25:05;08/07/2023;
3563;-7,25;N;--;--;OK;--;21:25:05;08/07/2023;
3564;-7,25;N;--;--;OK;--;21:25:05;08/07/2023;
3565;-7,25;N;--;--;OK;--;21:25:05;08/07/2023;
3566;-7,24;N;--;--;OK;--;21:25:05;08/07/2023;
3567;-7,25;N;--;--;OK;--;21:25:06;08/07/2023;
3568;-7,25;N;--;--;OK;--;21:25:06;08/07/2023;
3569;-7,25;N;--;--;OK;--;21:25:06;08/07/2023;
3570;-7,25;N;--;--;OK;--;21:25:06;08/07/2023;
3571;-7,25;N;--;--;OK;--;21:25:06;08/07/2023;
3572;-7,25;N;--;--;OK;--;21:25:06;08/07/2023;
3573;-7,25;N;--;--;OK;--;21:25:06;08/07/2023;
3574;-7,25;N;--;--;OK;--;21:25:06;08/07/2023;
3575;-7,25;N;--;--;OK;--;21:25:06;08/07/2023;
3576;-7,25;N;--;--;OK;--;21:25:06;08/07/2023;
3577;-7,26;N;--;--;OK;--;21:25:07;08/07/2023;
3578;-7,26;N;--;--;OK;--;21:25:07;08/07/2023;
3579;-7,25;N;--;--;OK;--;21:25:07;08/07/2023;
3580;-7,25;N;--;--;OK;--;21:25:07;08/07/2023;
3581;-7,25;N;--;--;OK;--;21:25:07;08/07/2023;
3582;-7,25;N;--;--;OK;--;21:25:07;08/07/2023;
3583;-7,26;N;--;--;OK;--;21:25:07;08/07/2023;
3584;-7,25;N;--;--;OK;--;21:25:07;08/07/2023;
3585;-7,26;N;--;--;OK;--;21:25:07;08/07/2023;
3586;-7,25;N;--;--;OK;--;21:25:07;08/07/2023;
3587;-7,26;N;--;--;OK;--;21:25:08;08/07/2023;
3588;-7,25;N;--;--;OK;--;21:25:08;08/07/2023;
3589;-7,26;N;--;--;OK;--;21:25:08;08/07/2023;
