Maximum;0,09;@;No.6104;;;;;;
Minimum;-7,47;@;No.5961;;;;;;
Average;-6,142;;;;;;;;
Data Quantity;6422;;;;;;;;
Number of NG;0;;;;;;;;
No.;Force;Unit;Displacement;Unit;Judge;Position;Time;Date;
3590;-7,25;N;--;--;OK;--;21:25:08;08/07/2023;
3591;-7,26;N;--;--;OK;--;21:25:08;08/07/2023;
3592;-7,26;N;--;--;OK;--;21:25:08;08/07/2023;
3593;-7,26;N;--;--;OK;--;21:25:08;08/07/2023;
3594;-7,26;N;--;--;OK;--;21:25:08;08/07/2023;
3595;-7,25;N;--;--;OK;--;21:25:08;08/07/2023;
3596;-7,26;N;--;--;OK;--;21:25:08;08/07/2023;
3597;-7,26;N;--;--;OK;--;21:25:09;08/07/2023;
3598;-7,26;N;--;--;OK;--;21:25:09;08/07/2023;
3599;-7,26;N;--;--;OK;--;21:25:09;08/07/2023;
3600;-7,26;N;--;--;OK;--;21:25:09;08/07/2023;
3601;-7,26;N;--;--;OK;--;21:25:09;08/07/2023;
3602;-7,26;N;--;--;OK;--;21:25:09;08/07/2023;
3603;-7,26;N;--;--;OK;--;21:25:09;08/07/2023;
3604;-7,26;N;--;--;OK;--;21:25:09;08/07/2023;
3605;-7,26;N;--;--;OK;--;21:25:09;08/07/2023;
3606;-7,26;N;--;--;OK;--;21:25:09;08/07/2023;
3607;-7,26;N;--;--;OK;--;21:25:10;08/07/2023;
3608;-7,26;N;--;--;OK;--;21:25:10;08/07/2023;
3609;-7,26;N;--;--;OK;--;21:25:10;08/07/2023;
3610;-7,26;N;--;--;OK;--;21:25:10;08/07/2023;
3611;-7,26;N;--;--;OK;--;21:25:10;08/07/2023;
3612;-7,26;N;--;--;OK;--;21:25:10;08/07/2023;
3613;-7,26;N;--;--;OK;--;21:25:10;08/07/2023;
3614;-7,27;N;--;--;OK;--;21:25:10;08/07/2023;
3615;-7,26;N;--;--;OK;--;21:25:10;08/07/2023;
3616;-7,26;N;--;--;OK;--;21:25:10;08/07/2023;
3617;-7,26;N;--;--;OK;--;21:25:11;08/07/2023;
3618;-7,26;N;--;--;OK;--;21:25:11;08/07/2023;
3619;-7,26;N;--;--;OK;--;21:25:11;08/07/2023;
3620;-7,27;N;--;--;OK;--;21:25:11;08/07/2023;
3621;-7,27;N;--;--;OK;--;21:25:11;08/07/2023;
3622;-7,27;N;--;--;OK;--;21:25:11;08/07/2023;
3623;-7,26;N;--;--;OK;--;21:25:11;08/07/2023;
3624;-7,27;N;--;--;OK;--;21:25:11;08/07/2023;
3625;-7,27;N;--;--;OK;--;21:25:11;08/07/2023;
3626;-7,26;N;--;--;OK;--;21:25:11;08/07/2023;
3627;-7,26;N;--;--;OK;--;21:25:12;08/07/2023;
3628;-7,26;N;--;--;OK;--;21:25:12;08/07/2023;
3629;-7,27;N;--;--;OK;--;21:25:12;08/07/2023;
3630;-7,26;N;--;--;OK;--;21:25:12;08/07/2023;
3631;-7,26;N;--;--;OK;--;21:25:12;08/07/2023;
3632;-7,27;N;--;--;OK;--;21:25:12;08/07/2023;
3633;-7,27;N;--;--;OK;--;21:25:12;08/07/2023;
3634;-7,27;N;--;--;OK;--;21:25:12;08/07/2023;
3635;-7,27;N;--;--;OK;--;21:25:12;08/07/2023;
3636;-7,27;N;--;--;OK;--;21:25:12;08/07/2023;
3637;-7,27;N;--;--;OK;--;21:25:13;08/07/2023;
3638;-7,27;N;--;--;OK;--;21:25:13;08/07/2023;
3639;-7,27;N;--;--;OK;--;21:25:13;08/07/2023;
3640;-7,27;N;--;--;OK;--;21:25:13;08/07/2023;
3641;-7,27;N;--;--;OK;--;21:25:13;08/07/2023;
3642;-7,27;N;--;--;OK;--;21:25:13;08/07/2023;
3643;-7,27;N;--;--;OK;--;21:25:13;08/07/2023;
3644;-7,27;N;--;--;OK;--;21:25:13;08/07/2023;
3645;-7,27;N;--;--;OK;--;21:25:13;08/07/2023;
3646;-7,27;N;--;--;OK;--;21:25:13;08/07/2023;
3647;-7,27;N;--;--;OK;--;21:25:14;08/07/2023;
3648;-7,27;N;--;--;OK;--;21:25:14;08/07/2023;
3649;-7,27;N;--;--;OK;--;21:25:14;08/07/2023;
3650;-7,27;N;--;--;OK;--;21:25:14;08/07/2023;
3651;-7,27;N;--;--;OK;--;21:25:14;08/07/2023;
3652;-7,27;N;--;--;OK;--;21:25:14;08/07/2023;
3653;-7,27;N;--;--;OK;--;21:25:14;08/07/2023;
3654;-7,27;N;--;--;OK;--;21:25:14;08/07/2023;
3655;-7,27;N;--;--;OK;--;21:25:14;08/07/2023;
3656;-7,27;N;--;--;OK;--;21:25:14;08/07/2023;
3657;-7,27;N;--;--;OK;--;21:25:15;08/07/2023;
3658;-7,28;N;--;--;OK;--;21:25:15;08/07/2023;
3659;-7,27;N;--;--;OK;--;21:25:15;08/07/2023;
3660;-7,27;N;--;--;OK;--;21:25:15;08/07/2023;
3661;-7,27;N;--;--;OK;--;21:25:15;08/07/2023;
3662;-7,27;N;--;--;OK;--;21:25:15;08/07/2023;
3663;-7,27;N;--;--;OK;--;21:25:15;08/07/2023;
3664;-7,28;N;--;--;OK;--;21:25:15;08/07/2023;
3665;-7,27;N;--;--;OK;--;21:25:15;08/07/2023;
3666;-7,27;N;--;--;OK;--;21:25:15;08/07/2023;
3667;-7,27;N;--;--;OK;--;21:25:16;08/07/2023;
3668;-7,27;N;--;--;OK;--;21:25:16;08/07/2023;
3669;-7,27;N;--;--;OK;--;21:25:16;08/07/2023;
3670;-7,27;N;--;--;OK;--;21:25:16;08/07/2023;
3671;-7,28;N;--;--;OK;--;21:25:16;08/07/2023;
3672;-7,28;N;--;--;OK;--;21:25:16;08/07/2023;
3673;-7,27;N;--;--;OK;--;21:25:16;08/07/2023;
3674;-7,27;N;--;--;OK;--;21:25:16;08/07/2023;
3675;-7,28;N;--;--;OK;--;21:25:16;08/07/2023;
3676;-7,27;N;--;--;OK;--;21:25:16;08/07/2023;
3677;-7,27;N;--;--;OK;--;21:25:17;08/07/2023;
3678;-7,27;N;--;--;OK;--;21:25:17;08/07/2023;
3679;-7,28;N;--;--;OK;--;21:25:17;08/07/2023;
3680;-7,28;N;--;--;OK;--;21:25:17;08/07/2023;
3681;-7,28;N;--;--;OK;--;21:25:17;08/07/2023;
3682;-7,27;N;--;--;OK;--;21:25:17;08/07/2023;
3683;-7,27;N;--;--;OK;--;21:25:17;08/07/2023;
3684;-7,27;N;--;--;OK;--;21:25:17;08/07/2023;
3685;-7,28;N;--;--;OK;--;21:25:17;08/07/2023;
3686;-7,27;N;--;--;OK;--;21:25:17;08/07/2023;
3687;-7,28;N;--;--;OK;--;21:25:18;08/07/2023;
3688;-7,28;N;--;--;OK;--;21:25:18;08/07/2023;
3689;-7,27;N;--;--;OK;--;21:25:18;08/07/2023;
3690;-7,27;N;--;--;OK;--;21:25:18;08/07/2023;
3691;-7,28;N;--;--;OK;--;21:25:18;08/07/2023;
3692;-7,27;N;--;--;OK;--;21:25:18;08/07/2023;
3693;-7,27;N;--;--;OK;--;21:25:18;08/07/2023;
3694;-7,27;N;--;--;OK;--;21:25:18;08/07/2023;
3695;-7,28;N;--;--;OK;--;21:25:18;08/07/2023;
3696;-7,28;N;--;--;OK;--;21:25:18;08/07/2023;
3697;-7,28;N;--;--;OK;--;21:25:19;08/07/2023;
3698;-7,28;N;--;--;OK;--;21:25:19;08/07/2023;
3699;-7,28;N;--;--;OK;--;21:25:19;08/07/2023;
3700;-7,28;N;--;--;OK;--;21:25:19;08/07/2023;
3701;-7,28;N;--;--;OK;--;21:25:19;08/07/2023;
3702;-7,28;N;--;--;OK;--;21:25:19;08/07/2023;
3703;-7,27;N;--;--;OK;--;21:25:19;08/07/2023;
3704;-7,28;N;--;--;OK;--;21:25:19;08/07/2023;
3705;-7,28;N;--;--;OK;--;21:25:19;08/07/2023;
3706;-7,27;N;--;--;OK;--;21:25:19;08/07/2023;
3707;-7,28;N;--;--;OK;--;21:25:20;08/07/2023;
3708;-7,28;N;--;--;OK;--;21:25:20;08/07/2023;
3709;-7,28;N;--;--;OK;--;21:25:20;08/07/2023;
3710;-7,28;N;--;--;OK;--;21:25:20;08/07/2023;
3711;-7,28;N;--;--;OK;--;21:25:20;08/07/2023;
3712;-7,27;N;--;--;OK;--;21:25:20;08/07/2023;
3713;-7,28;N;--;--;OK;--;21:25:20;08/07/2023;
3714;-7,27;N;--;--;OK;--;21:25:20;08/07/2023;
3715;-7,28;N;--;--;OK;--;21:25:20;08/07/2023;
3716;-7,28;N;--;--;OK;--;21:25:20;08/07/2023;
3717;-7,28;N;--;--;OK;--;21:25:21;08/07/2023;
3718;-7,28;N;--;--;OK;--;21:25:21;08/07/2023;
3719;-7,28;N;--;--;OK;--;21:25:21;08/07/2023;
3720;-7,28;N;--;--;OK;--;21:25:21;08/07/2023;
3721;-7,28;N;--;--;OK;--;21:25:21;08/07/2023;
3722;-7,28;N;--;--;OK;--;21:25:21;08/07/2023;
3723;-7,28;N;--;--;OK;--;21:25:21;08/07/2023;
3724;-7,28;N;--;--;OK;--;21:25:21;08/07/2023;
3725;-7,28;N;--;--;OK;--;21:25:21;08/07/2023;
3726;-7,28;N;--;--;OK;--;21:25:21;08/07/2023;
3727;-7,28;N;--;--;OK;--;21:25:22;08/07/2023;
3728;-7,28;N;--;--;OK;--;21:25:22;08/07/2023;
3729;-7,28;N;--;--;OK;--;21:25:22;08/07/2023;
3730;-7,28;N;--;--;OK;--;21:25:22;08/07/2023;
3731;-7,28;N;--;--;OK;--;21:25:22;08/07/2023;
3732;-7,28;N;--;--;OK;--;21:25:22;08/07/2023;
3733;-7,28;N;--;--;OK;--;21:25:22;08/07/2023;
3734;-7,28;N;--;--;OK;--;21:25:22;08/07/2023;
3735;-7,29;N;--;--;OK;--;21:25:22;08/07/2023;
3736;-7,28;N;--;--;OK;--;21:25:22;08/07/2023;
3737;-7,29;N;--;--;OK;--;21:25:23;08/07/2023;
3738;-7,28;N;--;--;OK;--;21:25:23;08/07/2023;
3739;-7,28;N;--;--;OK;--;21:25:23;08/07/2023;
3740;-7,28;N;--;--;OK;--;21:25:23;08/07/2023;
3741;-7,28;N;--;--;OK;--;21:25:23;08/07/2023;
3742;-7,28;N;--;--;OK;--;21:25:23;08/07/2023;
3743;-7,28;N;--;--;OK;--;21:25:23;08/07/2023;
3744;-7,28;N;--;--;OK;--;21:25:23;08/07/2023;
3745;-7,29;N;--;--;OK;--;21:25:23;08/07/2023;
3746;-7,28;N;--;--;OK;--;21:25:23;08/07/2023;
3747;-7,28;N;--;--;OK;--;21:25:24;08/07/2023;
3748;-7,28;N;--;--;OK;--;21:25:24;08/07/2023;
3749;-7,28;N;--;--;OK;--;21:25:24;08/07/2023;
3750;-7,28;N;--;--;OK;--;21:25:24;08/07/2023;
3751;-7,28;N;--;--;OK;--;21:25:24;08/07/2023;
3752;-7,28;N;--;--;OK;--;21:25:24;08/07/2023;
3753;-7,28;N;--;--;OK;--;21:25:24;08/07/2023;
3754;-7,28;N;--;--;OK;--;21:25:24;08/07/2023;
3755;-7,28;N;--;--;OK;--;21:25:24;08/07/2023;
3756;-7,29;N;--;--;OK;--;21:25:24;08/07/2023;
3757;-7,28;N;--;--;OK;--;21:25:25;08/07/2023;
3758;-7,28;N;--;--;OK;--;21:25:25;08/07/2023;
3759;-7,28;N;--;--;OK;--;21:25:25;08/07/2023;
3760;-7,28;N;--;--;OK;--;21:25:25;08/07/2023;
3761;-7,29;N;--;--;OK;--;21:25:25;08/07/2023;
3762;-7,29;N;--;--;OK;--;21:25:25;08/07/2023;
3763;-7,28;N;--;--;OK;--;21:25:25;08/07/2023;
3764;-7,28;N;--;--;OK;--;21:25:25;08/07/2023;
3765;-7,28;N;--;--;OK;--;21:25:25;08/07/2023;
3766;-7,29;N;--;--;OK;--;21:25:25;08/07/2023;
3767;-7,29;N;--;--;OK;--;21:25:26;08/07/2023;
3768;-7,29;N;--;--;OK;--;21:25:26;08/07/2023;
3769;-7,29;N;--;--;OK;--;21:25:26;08/07/2023;
3770;-7,29;N;--;--;OK;--;21:25:26;08/07/2023;
3771;-7,29;N;--;--;OK;--;21:25:26;08/07/2023;
3772;-7,29;N;--;--;OK;--;21:25:26;08/07/2023;
3773;-7,29;N;--;--;OK;--;21:25:26;08/07/2023;
3774;-7,29;N;--;--;OK;--;21:25:26;08/07/2023;
3775;-7,28;N;--;--;OK;--;21:25:26;08/07/2023;
3776;-7,29;N;--;--;OK;--;21:25:26;08/07/2023;
3777;-7,29;N;--;--;OK;--;21:25:27;08/07/2023;
3778;-7,28;N;--;--;OK;--;21:25:27;08/07/2023;
3779;-7,29;N;--;--;OK;--;21:25:27;08/07/2023;
3780;-7,29;N;--;--;OK;--;21:25:27;08/07/2023;
3781;-7,29;N;--;--;OK;--;21:25:27;08/07/2023;
3782;-7,29;N;--;--;OK;--;21:25:27;08/07/2023;
3783;-7,29;N;--;--;OK;--;21:25:27;08/07/2023;
3784;-7,29;N;--;--;OK;--;21:25:27;08/07/2023;
3785;-7,29;N;--;--;OK;--;21:25:27;08/07/2023;
3786;-7,29;N;--;--;OK;--;21:25:27;08/07/2023;
3787;-7,29;N;--;--;OK;--;21:25:27;08/07/2023;
3788;-7,29;N;--;--;OK;--;21:25:28;08/07/2023;
3789;-7,29;N;--;--;OK;--;21:25:28;08/07/2023;
3790;-7,29;N;--;--;OK;--;21:25:28;08/07/2023;
3791;-7,29;N;--;--;OK;--;21:25:28;08/07/2023;
3792;-7,29;N;--;--;OK;--;21:25:28;08/07/2023;
3793;-7,29;N;--;--;OK;--;21:25:28;08/07/2023;
3794;-7,29;N;--;--;OK;--;21:25:28;08/07/2023;
3795;-7,29;N;--;--;OK;--;21:25:28;08/07/2023;
3796;-7,29;N;--;--;OK;--;21:25:28;08/07/2023;
3797;-7,29;N;--;--;OK;--;21:25:28;08/07/2023;
3798;-7,29;N;--;--;OK;--;21:25:29;08/07/2023;
3799;-7,29;N;--;--;OK;--;21:25:29;08/07/2023;
3800;-7,29;N;--;--;OK;--;21:25:29;08/07/2023;
3801;-7,29;N;--;--;OK;--;21:25:29;08/07/2023;
3802;-7,29;N;--;--;OK;--;21:25:29;08/07/2023;
3803;-7,29;N;--;--;OK;--;21:25:29;08/07/2023;
3804;-7,29;N;--;--;OK;--;21:25:29;08/07/2023;
3805;-7,29;N;--;--;OK;--;21:25:29;08/07/2023;
3806;-7,30;N;--;--;OK;--;21:25:29;08/07/2023;
3807;-7,29;N;--;--;OK;--;21:25:29;08/07/2023;
3808;-7,29;N;--;--;OK;--;21:25:30;08/07/2023;
3809;-7,29;N;--;--;OK;--;21:25:30;08/07/2023;
3810;-7,29;N;--;--;OK;--;21:25:30;08/07/2023;
3811;-7,29;N;--;--;OK;--;21:25:30;08/07/2023;
3812;-7,29;N;--;--;OK;--;21:25:30;08/07/2023;
3813;-7,29;N;--;--;OK;--;21:25:30;08/07/2023;
3814;-7,29;N;--;--;OK;--;21:25:30;08/07/2023;
3815;-7,29;N;--;--;OK;--;21:25:30;08/07/2023;
3816;-7,29;N;--;--;OK;--;21:25:30;08/07/2023;
3817;-7,29;N;--;--;OK;--;21:25:30;08/07/2023;
3818;-7,29;N;--;--;OK;--;21:25:31;08/07/2023;
3819;-7,29;N;--;--;OK;--;21:25:31;08/07/2023;
3820;-7,29;N;--;--;OK;--;21:25:31;08/07/2023;
3821;-7,29;N;--;--;OK;--;21:25:31;08/07/2023;
3822;-7,29;N;--;--;OK;--;21:25:31;08/07/2023;
3823;-7,30;N;--;--;OK;--;21:25:31;08/07/2023;
3824;-7,30;N;--;--;OK;--;21:25:31;08/07/2023;
3825;-7,30;N;--;--;OK;--;21:25:31;08/07/2023;
3826;-7,30;N;--;--;OK;--;21:25:31;08/07/2023;
3827;-7,30;N;--;--;OK;--;21:25:31;08/07/2023;
3828;-7,30;N;--;--;OK;--;21:25:32;08/07/2023;
3829;-7,30;N;--;--;OK;--;21:25:32;08/07/2023;
3830;-7,30;N;--;--;OK;--;21:25:32;08/07/2023;
3831;-7,30;N;--;--;OK;--;21:25:32;08/07/2023;
3832;-7,29;N;--;--;OK;--;21:25:32;08/07/2023;
3833;-7,30;N;--;--;OK;--;21:25:32;08/07/2023;
3834;-7,30;N;--;--;OK;--;21:25:32;08/07/2023;
3835;-7,30;N;--;--;OK;--;21:25:32;08/07/2023;
3836;-7,30;N;--;--;OK;--;21:25:32;08/07/2023;
3837;-7,30;N;--;--;OK;--;21:25:32;08/07/2023;
3838;-7,30;N;--;--;OK;--;21:25:33;08/07/2023;
3839;-7,30;N;--;--;OK;--;21:25:33;08/07/2023;
3840;-7,30;N;--;--;OK;--;21:25:33;08/07/2023;
3841;-7,30;N;--;--;OK;--;21:25:33;08/07/2023;
3842;-7,30;N;--;--;OK;--;21:25:33;08/07/2023;
3843;-7,30;N;--;--;OK;--;21:25:33;08/07/2023;
3844;-7,30;N;--;--;OK;--;21:25:33;08/07/2023;
3845;-7,29;N;--;--;OK;--;21:25:33;08/07/2023;
3846;-7,30;N;--;--;OK;--;21:25:33;08/07/2023;
3847;-7,30;N;--;--;OK;--;21:25:33;08/07/2023;
3848;-7,30;N;--;--;OK;--;21:25:34;08/07/2023;
3849;-7,30;N;--;--;OK;--;21:25:34;08/07/2023;
3850;-7,30;N;--;--;OK;--;21:25:34;08/07/2023;
3851;-7,30;N;--;--;OK;--;21:25:34;08/07/2023;
3852;-7,30;N;--;--;OK;--;21:25:34;08/07/2023;
3853;-7,30;N;--;--;OK;--;21:25:34;08/07/2023;
3854;-7,30;N;--;--;OK;--;21:25:34;08/07/2023;
3855;-7,30;N;--;--;OK;--;21:25:34;08/07/2023;
3856;-7,30;N;--;--;OK;--;21:25:34;08/07/2023;
3857;-7,30;N;--;--;OK;--;21:25:34;08/07/2023;
3858;-7,30;N;--;--;OK;--;21:25:35;08/07/2023;
3859;-7,30;N;--;--;OK;--;21:25:35;08/07/2023;
3860;-7,30;N;--;--;OK;--;21:25:35;08/07/2023;
3861;-7,30;N;--;--;OK;--;21:25:35;08/07/2023;
3862;-7,30;N;--;--;OK;--;21:25:35;08/07/2023;
3863;-7,30;N;--;--;OK;--;21:25:35;08/07/2023;
3864;-7,30;N;--;--;OK;--;21:25:35;08/07/2023;
3865;-7,30;N;--;--;OK;--;21:25:35;08/07/2023;
3866;-7,30;N;--;--;OK;--;21:25:35;08/07/2023;
3867;-7,30;N;--;--;OK;--;21:25:35;08/07/2023;
3868;-7,30;N;--;--;OK;--;21:25:36;08/07/2023;
3869;-7,30;N;--;--;OK;--;21:25:36;08/07/2023;
3870;-7,30;N;--;--;OK;--;21:25:36;08/07/2023;
3871;-7,30;N;--;--;OK;--;21:25:36;08/07/2023;
3872;-7,30;N;--;--;OK;--;21:25:36;08/07/2023;
3873;-7,30;N;--;--;OK;--;21:25:36;08/07/2023;
3874;-7,30;N;--;--;OK;--;21:25:36;08/07/2023;
3875;-7,30;N;--;--;OK;--;21:25:36;08/07/2023;
3876;-7,30;N;--;--;OK;--;21:25:36;08/07/2023;
3877;-7,30;N;--;--;OK;--;21:25:36;08/07/2023;
3878;-7,30;N;--;--;OK;--;21:25:37;08/07/2023;
3879;-7,30;N;--;--;OK;--;21:25:37;08/07/2023;
3880;-7,31;N;--;--;OK;--;21:25:37;08/07/2023;
3881;-7,31;N;--;--;OK;--;21:25:37;08/07/2023;
3882;-7,30;N;--;--;OK;--;21:25:37;08/07/2023;
3883;-7,30;N;--;--;OK;--;21:25:37;08/07/2023;
3884;-7,30;N;--;--;OK;--;21:25:37;08/07/2023;
3885;-7,30;N;--;--;OK;--;21:25:37;08/07/2023;
3886;-7,30;N;--;--;OK;--;21:25:37;08/07/2023;
3887;-7,31;N;--;--;OK;--;21:25:37;08/07/2023;
3888;-7,31;N;--;--;OK;--;21:25:38;08/07/2023;
3889;-7,31;N;--;--;OK;--;21:25:38;08/07/2023;
3890;-7,30;N;--;--;OK;--;21:25:38;08/07/2023;
3891;-7,31;N;--;--;OK;--;21:25:38;08/07/2023;
3892;-7,31;N;--;--;OK;--;21:25:38;08/07/2023;
3893;-7,30;N;--;--;OK;--;21:25:38;08/07/2023;
3894;-7,30;N;--;--;OK;--;21:25:38;08/07/2023;
3895;-7,31;N;--;--;OK;--;21:25:38;08/07/2023;
3896;-7,30;N;--;--;OK;--;21:25:38;08/07/2023;
3897;-7,31;N;--;--;OK;--;21:25:38;08/07/2023;
3898;-7,31;N;--;--;OK;--;21:25:39;08/07/2023;
3899;-7,31;N;--;--;OK;--;21:25:39;08/07/2023;
3900;-7,30;N;--;--;OK;--;21:25:39;08/07/2023;
3901;-7,31;N;--;--;OK;--;21:25:39;08/07/2023;
3902;-7,30;N;--;--;OK;--;21:25:39;08/07/2023;
3903;-7,31;N;--;--;OK;--;21:25:39;08/07/2023;
3904;-7,31;N;--;--;OK;--;21:25:39;08/07/2023;
3905;-7,31;N;--;--;OK;--;21:25:39;08/07/2023;
3906;-7,31;N;--;--;OK;--;21:25:39;08/07/2023;
3907;-7,31;N;--;--;OK;--;21:25:39;08/07/2023;
3908;-7,31;N;--;--;OK;--;21:25:40;08/07/2023;
3909;-7,30;N;--;--;OK;--;21:25:40;08/07/2023;
3910;-7,31;N;--;--;OK;--;21:25:40;08/07/2023;
3911;-7,30;N;--;--;OK;--;21:25:40;08/07/2023;
3912;-7,31;N;--;--;OK;--;21:25:40;08/07/2023;
3913;-7,31;N;--;--;OK;--;21:25:40;08/07/2023;
3914;-7,31;N;--;--;OK;--;21:25:40;08/07/2023;
3915;-7,31;N;--;--;OK;--;21:25:40;08/07/2023;
3916;-7,31;N;--;--;OK;--;21:25:40;08/07/2023;
3917;-7,31;N;--;--;OK;--;21:25:40;08/07/2023;
3918;-7,31;N;--;--;OK;--;21:25:41;08/07/2023;
3919;-7,31;N;--;--;OK;--;21:25:41;08/07/2023;
3920;-7,31;N;--;--;OK;--;21:25:41;08/07/2023;
3921;-7,31;N;--;--;OK;--;21:25:41;08/07/2023;
3922;-7,31;N;--;--;OK;--;21:25:41;08/07/2023;
3923;-7,31;N;--;--;OK;--;21:25:41;08/07/2023;
3924;-7,31;N;--;--;OK;--;21:25:41;08/07/2023;
3925;-7,31;N;--;--;OK;--;21:25:41;08/07/2023;
3926;-7,31;N;--;--;OK;--;21:25:41;08/07/2023;
3927;-7,31;N;--;--;OK;--;21:25:41;08/07/2023;
3928;-7,31;N;--;--;OK;--;21:25:42;08/07/2023;
3929;-7,31;N;--;--;OK;--;21:25:42;08/07/2023;
3930;-7,31;N;--;--;OK;--;21:25:42;08/07/2023;
3931;-7,31;N;--;--;OK;--;21:25:42;08/07/2023;
3932;-7,31;N;--;--;OK;--;21:25:42;08/07/2023;
3933;-7,31;N;--;--;OK;--;21:25:42;08/07/2023;
3934;-7,31;N;--;--;OK;--;21:25:42;08/07/2023;
3935;-7,31;N;--;--;OK;--;21:25:42;08/07/2023;
3936;-7,31;N;--;--;OK;--;21:25:42;08/07/2023;
3937;-7,31;N;--;--;OK;--;21:25:42;08/07/2023;
3938;-7,31;N;--;--;OK;--;21:25:43;08/07/2023;
3939;-7,32;N;--;--;OK;--;21:25:43;08/07/2023;
3940;-7,32;N;--;--;OK;--;21:25:43;08/07/2023;
3941;-7,31;N;--;--;OK;--;21:25:43;08/07/2023;
3942;-7,31;N;--;--;OK;--;21:25:43;08/07/2023;
3943;-7,31;N;--;--;OK;--;21:25:43;08/07/2023;
3944;-7,32;N;--;--;OK;--;21:25:43;08/07/2023;
3945;-7,31;N;--;--;OK;--;21:25:43;08/07/2023;
3946;-7,31;N;--;--;OK;--;21:25:43;08/07/2023;
3947;-7,32;N;--;--;OK;--;21:25:43;08/07/2023;
3948;-7,32;N;--;--;OK;--;21:25:44;08/07/2023;
3949;-7,31;N;--;--;OK;--;21:25:44;08/07/2023;
3950;-7,32;N;--;--;OK;--;21:25:44;08/07/2023;
3951;-7,32;N;--;--;OK;--;21:25:44;08/07/2023;
3952;-7,32;N;--;--;OK;--;21:25:44;08/07/2023;
3953;-7,32;N;--;--;OK;--;21:25:44;08/07/2023;
3954;-7,32;N;--;--;OK;--;21:25:44;08/07/2023;
3955;-7,32;N;--;--;OK;--;21:25:44;08/07/2023;
3956;-7,32;N;--;--;OK;--;21:25:44;08/07/2023;
3957;-7,31;N;--;--;OK;--;21:25:44;08/07/2023;
3958;-7,32;N;--;--;OK;--;21:25:45;08/07/2023;
3959;-7,31;N;--;--;OK;--;21:25:45;08/07/2023;
3960;-7,31;N;--;--;OK;--;21:25:45;08/07/2023;
3961;-7,32;N;--;--;OK;--;21:25:45;08/07/2023;
3962;-7,31;N;--;--;OK;--;21:25:45;08/07/2023;
3963;-7,32;N;--;--;OK;--;21:25:45;08/07/2023;
3964;-7,32;N;--;--;OK;--;21:25:45;08/07/2023;
3965;-7,32;N;--;--;OK;--;21:25:45;08/07/2023;
3966;-7,32;N;--;--;OK;--;21:25:45;08/07/2023;
3967;-7,31;N;--;--;OK;--;21:25:45;08/07/2023;
3968;-7,32;N;--;--;OK;--;21:25:46;08/07/2023;
3969;-7,32;N;--;--;OK;--;21:25:46;08/07/2023;
3970;-7,32;N;--;--;OK;--;21:25:46;08/07/2023;
3971;-7,32;N;--;--;OK;--;21:25:46;08/07/2023;
3972;-7,32;N;--;--;OK;--;21:25:46;08/07/2023;
3973;-7,32;N;--;--;OK;--;21:25:46;08/07/2023;
3974;-7,32;N;--;--;OK;--;21:25:46;08/07/2023;
3975;-7,32;N;--;--;OK;--;21:25:46;08/07/2023;
3976;-7,32;N;--;--;OK;--;21:25:46;08/07/2023;
3977;-7,32;N;--;--;OK;--;21:25:46;08/07/2023;
3978;-7,32;N;--;--;OK;--;21:25:47;08/07/2023;
3979;-7,32;N;--;--;OK;--;21:25:47;08/07/2023;
3980;-7,32;N;--;--;OK;--;21:25:47;08/07/2023;
3981;-7,31;N;--;--;OK;--;21:25:47;08/07/2023;
3982;-7,32;N;--;--;OK;--;21:25:47;08/07/2023;
3983;-7,32;N;--;--;OK;--;21:25:47;08/07/2023;
3984;-7,32;N;--;--;OK;--;21:25:47;08/07/2023;
3985;-7,32;N;--;--;OK;--;21:25:47;08/07/2023;
3986;-7,32;N;--;--;OK;--;21:25:47;08/07/2023;
3987;-7,32;N;--;--;OK;--;21:25:47;08/07/2023;
3988;-7,32;N;--;--;OK;--;21:25:48;08/07/2023;
3989;-7,32;N;--;--;OK;--;21:25:48;08/07/2023;
3990;-7,32;N;--;--;OK;--;21:25:48;08/07/2023;
3991;-7,32;N;--;--;OK;--;21:25:48;08/07/2023;
3992;-7,32;N;--;--;OK;--;21:25:48;08/07/2023;
3993;-7,32;N;--;--;OK;--;21:25:48;08/07/2023;
3994;-7,32;N;--;--;OK;--;21:25:48;08/07/2023;
3995;-7,32;N;--;--;OK;--;21:25:48;08/07/2023;
3996;-7,33;N;--;--;OK;--;21:25:48;08/07/2023;
3997;-7,32;N;--;--;OK;--;21:25:48;08/07/2023;
3998;-7,32;N;--;--;OK;--;21:25:49;08/07/2023;
3999;-7,32;N;--;--;OK;--;21:25:49;08/07/2023;
4000;-7,32;N;--;--;OK;--;21:25:49;08/07/2023;
4001;-7,32;N;--;--;OK;--;21:25:49;08/07/2023;
4002;-7,32;N;--;--;OK;--;21:25:49;08/07/2023;
4003;-7,33;N;--;--;OK;--;21:25:49;08/07/2023;
4004;-7,32;N;--;--;OK;--;21:25:49;08/07/2023;
4005;-7,32;N;--;--;OK;--;21:25:49;08/07/2023;
4006;-7,32;N;--;--;OK;--;21:25:49;08/07/2023;
4007;-7,33;N;--;--;OK;--;21:25:49;08/07/2023;
4008;-7,32;N;--;--;OK;--;21:25:50;08/07/2023;
4009;-7,33;N;--;--;OK;--;21:25:50;08/07/2023;
